,rbfsvm,lightgbm,xgboost,dt,et
seq_1441,0.0243493161196143,0.0010979480375850716,0.4982838034629822,0.0,0.11
seq_663,0.004693034076097968,6.376818766129682e-05,0.49868810176849365,0.0,0.02
seq_799,0.0007192415704254725,3.2124605034421184e-05,0.49815550446510315,0.0,0.0
seq_448,0.0762434101683579,0.0011253166963955134,0.49863994121551514,1.0,0.08
seq_248,0.001361622160541175,8.478549528179231e-05,0.4982595443725586,0.0,0.03
seq_387,0.015060003556182722,0.0002175734322117725,0.49845683574676514,0.0,0.15
seq_1487,0.002921753136320855,0.0008203092829181654,0.4985741674900055,0.0,0.1
seq_128,0.030313165229126915,0.00221751203215047,0.4984839856624603,0.0,0.08
seq_1291,0.10427297161151516,0.001718503374418921,0.4985978603363037,0.0,0.1
seq_963,0.07574196473375373,0.0028644789482545367,0.4987621009349823,0.0,0.04
seq_993,0.27411649492997325,0.2801170930575663,0.4994558095932007,0.0,0.25
seq_816,0.08802409985317339,0.03938113506778027,0.4986838400363922,0.0,0.15
seq_1938,0.0002013402784496109,0.000271245988794886,0.49842923879623413,0.0,0.0
seq_695,0.004204973765853247,4.9236278750115805e-05,0.49815550446510315,0.0,0.0
seq_1365,0.06607997622442505,0.003267511604606572,0.49851685762405396,0.0,0.08
seq_1571,0.03331660851150352,0.0010529389283541067,0.49842900037765503,0.0,0.1
seq_1524,0.020686285023109707,0.00011619846645395,0.4983687102794647,0.0,0.04
seq_326,0.0017425148465871898,4.8570294140264375e-05,0.4981553852558136,0.0,0.02
seq_218,0.005461273599526598,0.016863026867228202,0.49868619441986084,0.0,0.09
seq_1432,0.0028914946757581414,0.00016620663477497202,0.4981735646724701,0.0,0.03
seq_1592,0.05470498549939055,0.006256769726164205,0.4989193379878998,0.0,0.11
seq_1042,0.002870119330948286,0.0001524235453479912,0.49815550446510315,0.0,0.01
seq_543,0.6422811893216407,0.2409855267431419,0.4993257224559784,1.0,0.27
seq_259,0.001189726892783592,6.546537898938383e-05,0.49815550446510315,0.0,0.02
seq_1491,0.05962883227173926,0.0012382262517011606,0.49848344922065735,0.0,0.02
seq_1058,0.12969720600351714,0.10136345217255258,0.49970853328704834,0.0,0.16
seq_1922,0.40133381911086136,0.004010413973654235,0.49948060512542725,0.0,0.32
seq_844,0.02649247968671112,0.00016356276853061108,0.4981987178325653,0.0,0.02
seq_1182,0.006245916271881862,0.00020535019524969372,0.49823030829429626,0.0,0.08
seq_207,0.0005837443576393658,0.0001500832150609804,0.49828481674194336,0.0,0.01
seq_1618,0.24627465021335468,0.0011324245030177715,0.49831056594848633,0.0,0.14
seq_1867,0.003946804410667237,0.0027265360847414624,0.499073326587677,0.0,0.13
seq_972,0.19021202009875007,0.0003782986442810284,0.49837368726730347,0.0,0.07
seq_761,0.00032132309555362354,4.3055963967474386e-05,0.49815550446510315,0.0,0.0
seq_1961,0.4050463525046084,0.03328627663888859,0.4990932047367096,0.0,0.3
seq_572,0.050290696762608326,0.011507987172271729,0.4985787868499756,0.0,0.19
seq_1153,0.004248619323973657,0.0008109038316523287,0.49839121103286743,0.0,0.06
seq_550,0.00389702436676717,6.299279305370778e-05,0.49817296862602234,0.0,0.0
seq_1112,0.009586086116473639,0.001626039061716617,0.4987066090106964,1.0,0.23
seq_1561,0.016454742160645793,0.0007266224958272936,0.49831709265708923,0.0,0.14
seq_758,0.0862608923588872,0.015348119021782248,0.4996241629123688,1.0,0.18
seq_229,0.042099353098025635,0.00047811702961398945,0.498874694108963,0.0,0.16
seq_1002,0.00012188882158508924,0.00018210599738241134,0.4983484745025635,0.0,0.02
seq_390,0.0026691832008534787,6.639378220760404e-05,0.4984859824180603,0.0,0.07
seq_1338,0.004210182794428678,0.00018251719664067408,0.4982377588748932,0.0,0.01
seq_1064,0.08599533426359415,0.00060850535607695,0.49861907958984375,0.0,0.1
seq_1306,0.053650889277655656,0.0005528931097355425,0.498190313577652,0.0,0.02
seq_1104,0.0001709602911490425,3.0689819552442556e-05,0.49815550446510315,0.0,0.0
seq_1889,0.00799190263334165,0.000305171512287899,0.49818840622901917,0.0,0.0
seq_393,0.002992187352447237,0.0011045986456457543,0.4987456202507019,0.0,0.09
seq_1183,0.004094786709103836,8.147965322106143e-05,0.49815550446510315,0.0,0.0
seq_1263,0.004743749179707149,0.0001013120229732939,0.49844950437545776,0.0,0.11
seq_983,0.004817447000192329,9.275887612275916e-05,0.4983498752117157,0.0,0.04
seq_1335,0.0336955992431342,0.012683040504844225,0.4985594153404236,0.0,0.15
seq_202,0.050018858784799086,0.002576599600467459,0.499758243560791,1.0,0.1
seq_221,0.6187284826630923,0.5257896945957683,0.49936971068382263,1.0,0.38
seq_1778,0.018369997789817454,3.249585929712555e-05,0.49815550446510315,0.0,0.05
seq_490,0.00499605335128984,0.000393346787270029,0.4985314905643463,0.0,0.1
seq_930,0.013880482186735824,0.010930821103091893,0.49885523319244385,0.0,0.18
seq_942,0.057193080362322596,0.11128509213634785,0.4989904463291168,1.0,0.24
seq_400,0.010769609560745876,0.0004576788179516734,0.49840980768203735,0.0,0.17
seq_1187,0.0890305380866902,0.00015631942029177272,0.49837595224380493,0.0,0.08
seq_1868,0.01713269313453918,0.0008982514616633295,0.49871620535850525,0.0,0.17
seq_1377,0.028807885456536876,0.009929368564452873,0.4985449016094208,0.0,0.12
seq_353,0.01610582549138237,0.0006501833903464121,0.49830061197280884,0.0,0.04
seq_388,0.000409493978975082,0.00019320238556111132,0.4982822835445404,0.0,0.08
seq_1304,0.023303507862843735,0.000354075126505402,0.49838921427726746,0.0,0.04
seq_1796,0.005003292353245797,9.661574597491463e-05,0.49815550446510315,0.0,0.01
seq_378,0.05624622059262663,0.0013371432543630483,0.4987626373767853,0.0,0.1
seq_1658,0.0011749400356126517,0.00012684534483537572,0.4983813166618347,0.0,0.03
seq_1550,0.004698542703443371,0.000175868791497302,0.4982597231864929,0.0,0.04
seq_1427,0.0024784110811167863,6.644289837109056e-05,0.498177170753479,0.0,0.01
seq_1106,0.03231189810108813,0.0237600666278268,0.49892163276672363,0.0,0.15
